Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex (field),Sex (final),Sex Source,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin,Final Origin,Field Origin,Origin Source
454,3DD.003DA28A9D,Hat. Summer Steelhead,32H,Mark,590,NA,AI CW FE RF,NA,9/23/2021 9:44,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 9:44,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,94-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
455,3DD.003DA28A9E,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/23/2021 9:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 9:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
456,3DD.003DA28ADD,Hat. Summer Steelhead,32H,Mark,610,NA,AD MA RF,NA,9/23/2021 10:11,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 10:11,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94-3,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
457,3DD.003DA28AFF,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,9/23/2021 10:14,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 10:14,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94-4,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
458,3DD.003DA28AF8,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/23/2021 10:33,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 10:33,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
459,3DD.003DA28ACC,Wild Summer Steelhead,32W,Mark,590,NA,AI MA RF,NA,9/23/2021 10:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 10:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94-6,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
460,3DD.003DA28AA7,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/23/2021 10:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,95-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
461,3DD.003DA28AB3,Hat. Summer Steelhead,32H,Mark,600,NA,AD MA RF,NA,9/23/2021 10:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 10:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,95-2,X,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
462,3DD.003DA28AC5,Hat. Summer Steelhead,32H,Mark,580,NA,AD CW FE RF,NA,9/23/2021 12:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 12:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,95-3,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
463,3DD.003DA28ABD,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,9/23/2021 12:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 12:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,95-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
464,3DD.003DA28AB2,Hat. Summer Steelhead,32H,Mark,590,NA,AD MA RF,NA,9/23/2021 13:03,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 13:03,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,95-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
465,3DD.003DA28AC0,Wild Summer Steelhead,32W,Mark,660,NA,AI MA RF,NA,9/23/2021 13:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 13:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,95-6,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
466,3DD.003DA28ABE,Hat. Summer Steelhead,32H,Mark,600,NA,AD MA RF,NA,9/24/2021 6:19,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 6:19,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,96-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
467,3DD.003DA28AF4,Hat. Summer Steelhead,32H,Mark,520,NA,AD FE RF,NA,9/24/2021 7:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 7:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,96-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
468,3DD.003DA28AF3,Wild Summer Steelhead,32W,Mark,740,NA,AI FE RF,NA,9/24/2021 7:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 7:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,96-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.2,W,W,W,NA
469,3DD.003DA28AC1,Hat. Summer Steelhead,32H,Mark,570,NA,AD CW FE RF,NA,9/24/2021 9:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 9:08,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,96-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
470,3DD.003DA28AC6,Hat. Summer Steelhead,32H,Mark,600,NA,AD CW FE RF,NA,9/24/2021 9:09,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 9:09,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,96-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
471,3DD.003DA28ADE,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/24/2021 10:21,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 10:21,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,96-6,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,NA,NA,NA,1.1,H,H,H,NA
472,3DD.003DA28ACF,Hat. Summer Steelhead,32H,Mark,560,NA,AD CW FE RF,NA,9/24/2021 10:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 10:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,97-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
473,3DD.003DA28ACE,Hat. Summer Steelhead,32H,Mark,630,NA,AD FE RF,NA,9/24/2021 11:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 11:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,97-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
474,3DD.003DA28AE4,Hat. Summer Steelhead,32H,Mark,630,NA,AD FE RF,NA,9/24/2021 11:19,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 11:19,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,97-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
475,3DD.003DA28AAC,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,9/24/2021 11:28,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 11:28,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,97-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
476,3DD.003DA28AAE,Wild Summer Steelhead,32W,Mark,730,NA,AI MA RF,NA,9/24/2021 12:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 12:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,97-5,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
477,3DD.003DA28AAB,Hat. Summer Steelhead,32H,Mark,700,NA,AD FE RF,NA,9/24/2021 12:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,97-6,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.2,H,H,H,NA
478,3DD.003DA28AF6,Hat. Summer Steelhead,32H,Mark,630,NA,AD FE RF,NA,9/24/2021 13:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/24/2021 13:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,98-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
479,3DD.003DA28AB1,Hat. Summer Steelhead,32H,Mark,530,NA,AD MA RF,NA,9/27/2021 6:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 6:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
480,3DD.003DA28AEC,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/27/2021 7:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 7:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
481,3DD.003DA28AEA,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/27/2021 7:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 7:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
482,3DD.003DA28AD0,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/27/2021 8:04,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 8:04,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
483,3DD.003DA28AC2,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/27/2021 8:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 8:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
484,3DD.003DA28AD2,Hat. Summer Steelhead,32H,Mark,610,NA,AD FE RF,NA,9/27/2021 8:18,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 8:18,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
485,3DD.003DA28AA9,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,Injury- Left Eye Missing,9/27/2021 8:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 8:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,100-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
486,3DD.003DA28AA2,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/27/2021 8:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 8:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,100-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
487,3DD.003DA28AD4,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/27/2021 11:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 11:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,100-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
488,3DD.003DA28ADC,Hat. Summer Steelhead,32H,Mark,660,NA,AD CW FE RF,NA,9/27/2021 11:18,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 11:18,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,100-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
489,3DD.003DA28AFC,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,9/27/2021 11:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 11:30,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,100-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
490,3DD.003DA28ABB,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/27/2021 11:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 11:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,100-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,W1.1,W,W,W,NA
491,3DD.003DA28A9F,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/27/2021 11:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 11:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,101-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
492,3DD.003DA28AFA,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/27/2021 11:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 11:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,101-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
493,3DD.003DA28AB7,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/27/2021 12:04,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 12:04,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,101-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
494,3DD.003DA28AAF,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/27/2021 12:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 12:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,101-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.1,W,W,W,NA
495,3DD.003DA28AF2,Wild Summer Steelhead,32W,Mark,680,NA,AI FE RF,NA,9/27/2021 12:46,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/27/2021 12:46,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,101-5,NA,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,NA,NA,NA,W1.2,W,W,W,NA
496,3DD.003DA28AC3,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,9/29/2021 6:18,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 6:18,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
497,3DD.003DA28ADB,Hat. Summer Steelhead,32H,Mark,840,NA,AD FE RF,NA,9/29/2021 8:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 8:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.3,H,H,H,NA
498,3DD.003DA28ADF,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,9/29/2021 8:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 8:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
499,3DD.003DA28AB0,Hat. Summer Steelhead,32H,Mark,520,NA,AD FE RF,NA,9/29/2021 8:44,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 8:44,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102-4,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,H,H,H,NA
500,3DD.003D321956,Wild Summer Steelhead,32W,Recapture,550,NA,AI FE RE RF,This is a recap!!!!,9/29/2021 8:46,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 8:46,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
501,3DD.003DA28AB8,Wild Summer Steelhead,32W,Mark,690,NA,AI FE RF,NA,9/29/2021 8:59,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 8:59,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
502,3DD.003DA28ACB,Hat. Summer Steelhead,32H,Mark,710,NA,AD FE RF,NA,9/29/2021 9:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 9:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,103-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
503,3DD.003DA28AFE,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,NA,9/29/2021 10:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,103-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
504,3DD.003DA28ABF,Wild Summer Steelhead,32W,Mark,630,NA,AI MA RF,NA,9/29/2021 10:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,103-3,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,W,W,W,NA
505,3DD.003DA28AA1,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/29/2021 10:11,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:11,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,103-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
506,3DD.003DA28AA6,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/29/2021 10:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,103-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
507,3DD.003DA28AE0,Hat. Summer Steelhead,32H,Mark,520,NA,AD FE RF,NA,9/29/2021 10:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,103-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
508,3DD.003DA28AEE,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/29/2021 10:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
509,3DD.003DA28AE8,Wild Summer Steelhead,32W,Mark,550,NA,AI FE RF,NA,9/29/2021 10:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 10:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
510,3DD.003DA28AF5,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/29/2021 11:42,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 11:42,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,2.1,H,H,H,NA
511,3DD.003DA28AE6,Hat. Summer Steelhead,32H,Mark,680,NA,AD FE RF,NA,9/29/2021 11:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 11:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104-4,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
512,3DD.003DA28AEF,Hat. Summer Steelhead,32H,Mark,600,NA,AD MA RF,NA,9/29/2021 12:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 12:08,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
513,3DD.003DA28AD6,Hat. Summer Steelhead,32H,Mark,830,NA,AD FE RF,NA,9/29/2021 12:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 12:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
514,3DD.003DA28ABA,Wild Summer Steelhead,32W,Mark,600,NA,AI FE RF,NA,9/29/2021 12:48,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 12:48,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,105-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
515,3DD.003DA28AC7,Hat. Summer Steelhead,32H,Mark,760,NA,AD FE RF,NA,9/29/2021 12:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,105-2,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,R.2,H,H,H,NA
516,3DD.003DA28AA8,Hat. Summer Steelhead,32H,Mark,600,NA,AD MA RF,NA,9/29/2021 12:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 12:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,105-3,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
517,3DD.003DA28AC4,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/29/2021 13:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/29/2021 13:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,105-4,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
518,3DD.003DA28AFB,Hat. Summer Steelhead,32H,Mark,550,NA,AD CW MA RF,NA,10/1/2021 6:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,10/1/2021 6:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,106-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,UNREADABLE,H,H,H,NA
